FID,UID,POI_ID,NAME,UNIT_SUITE,ADDRESS,DELIV_MODE,CITY,MUNICIPAL,PROV,POST_CODE,LOCATION,PHONE,FAX,TOLL_FREE,WEBSITE,CAF,EPOI_TYPE,SIC_1,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,NAICS_1,NAICS_2,NAICS_3,NAICS_4,NAICS_5,SIC_MJ_GRP,SIC_DIV,LONGITUDE,LATITUDE,PREC_CODE,ATTRIBCODE,STATUS,COMM_NAME,GRP_IND,ELEVATION,ACCURACY,ACQ_TECH,x,y
2499,1621BAF0-E9E6-4BD1-BC51-7A334D4A249B,POI3053669,NORTERRA INC, ,5201 50 AVE, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3S9, ,867-669-4048, , , ,ADD770250, ,67190000,00000000,00000000,00000000,00000000,00000000,551112,00000,00000,00000,00000,67,H,-114.3741797,62.4526315,2,2, , , ,193.545,25,6,-114.374179700233,62.4526315002436
2500,C42921BF-DFA3-4CA9-8768-E782B6AB215C,POI3053672,INTERNAL HEALTH CLINIC, ,4310 50 AVE, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1B5, ,867-669-7446, , , ,ADD806437, ,72990000,00000000,00000000,00000000,00000000,00000000,812199,00000,00000,00000,00000,72,I,-114.363470447,62.4576861276,4,2, , ,POI3053672,178.544,50,6,-114.363470447403,62.4576861281124
2501,D85678E7-BAE6-46AC-A10A-2F7A7BF8ECEB,POI3053677,MED EX INC - MAIN OFFICE, ,233A UTSINGI DRIVE, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2N7, ,867-669-6339,867-669-6229,866-668-6339, , , ,50470000,00000000,00000000,00000000,00000000,00000000,42145,00000,00000,00000,00000,50,F,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
2502,DF97D581-6C11-43D5-A1C5-6D5C37A02E23,POI3053679,CAMBRIDGE EXECUTIVE SUITES, ,31 CAPITAL DR, ,HAY RIVER,HAY RIVER,NT,X0E1G2, ,867-874-2233,867-874-2259, ,http://www.greenwayrealty.ca,ADD1223692, ,70110000,00000000,00000000,00000000,00000000,00000000,72111,00000,00000,00000,00000,70,I,-115.7870241,60.8089903,5,2, , ,POI4405070,160.994,50,5,-115.787225195586,60.8087448322083
2503,E31488DE-514B-477F-A295-813DA3E3FEE9,POI3053687,NAUJAT CO-OP LTD, , , ,REPULSE BAY,NAUJAAT,NU, , ,867-462-4304, , , , , ,70110000,00000000,00000000,00000000,00000000,00000000,72111,44511,00000,00000,00000,70,I,-86.188196,66.546565,8,2, , , ,75.607,-1,12,-86.1881960000453,66.5465650000747
2504,624E34B8-FAFB-4498-86F9-346BEA9005CA,POI3053689,TURAARVIK INNS NORTH, ,GENERAL DELIVERY, ,RANKIN INLET,RANKIN INLET,NU,X0C0G0, ,867-645-4955,867-645-4956, ,http://www.rankininlethotel.com, , ,70110000,58120000,00000000,00000000,00000000,00000000,72111,72211,00000,00000,00000,70,I,-92.122869,62.829088,8,2, , , ,11.998,-1,12,-92.1228689999044,62.8290880001112
2505,D1D71DF5-504F-4E29-8E25-D4293B54ED37,POI3053700,NORTHERN EMPLOYEE BENEFITS SERVICES (NEBS), ,5201 50 AVE, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3S9, ,867-873-4965,867-873-5801, , ,ADD770250, ,63110000,64110000,00000000,00000000,00000000,00000000,524113,52421,52511,00000,00000,63,H,-114.3741797,62.4526315,2,2, , , ,193.545,25,6,-114.374179700233,62.4526315002436
2506,C305B5EE-C208-4AD5-99C5-1B8C8D2647D2,POI3053702,WOODLAND INTERIORS, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-1249, , , , , ,73890000,00000000,00000000,00000000,00000000,00000000,54141,00000,00000,00000,00000,73,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2507,2B19CF2A-628B-4710-8690-B4A0DDE4228A,POI3053704,BESARRA'S DAY HOME CARE & JANITORIAL SERVICES, ,5037 54 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-920-7655, , , , , ,73490000,00000000,00000000,00000000,00000000,00000000,56172,00000,00000,00000,00000,73,I,-114.374427,62.450973,4,2, , , ,197.986,50,6,-114.374427000306,62.4509730002039
2508,44C10704-BEB5-4C63-A33F-D69E60A2AAE6,POI3053715,FUGLSANG PETER C, , , ,IQALUIT,IQALUIT,NU, , ,867-975-3222, , , , , ,81110000,00000000,00000000,00000000,00000000,00000000,54111,00000,00000,00000,00000,81,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2509,03435543-7F85-4BD6-993F-273CF87635B4,POI3053720,NIGHTINGALE LAW OFFICE, ,PO BOX 20029, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3X8, ,867-920-2922,867-920-2924, , , , ,81110000,83220000,00000000,00000000,00000000,00000000,54111,62419,00000,00000,00000,81,I,-114.365987,62.453543,6,2, , , ,188.988,-1,12,-114.3659869996,62.4535430000095
2510,0861A3FE-853C-497A-AE04-217EE49E0190,POI3053721,PAYNE KELLY, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-669-1050, , , , , ,81110000,00000000,00000000,00000000,00000000,00000000,54111,00000,00000,00000,00000,81,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2511,ED87949C-F42F-41C6-864A-9AD4ADDBFB84,POI3053727,NWT LITERACY COUNCIL, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-9262, , , , , ,82990000,00000000,00000000,00000000,00000000,00000000,611691,00000,00000,00000,00000,82,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2512,49F1E9CD-FC0D-41A0-BC50-A50B54E310E2,POI3053729,IKPIARJUK PUBLIC LIBRARY, ,GENERAL DELIVERY, ,ARCTIC BAY,ARCTIC BAY,NU,X0A0A0, ,867-439-8187, , , , , ,82310000,00000000,00000000,00000000,00000000,00000000,51412,00000,00000,00000,00000,82,I,-85.033056,73.005278,8,2, , , ,30.011,-1,12,-85.0330560000343,73.0052779995801
2513,00865D16-D85F-45A0-ADD2-C56ABD4C8BA3,POI3053730,NORTHWEST TERRITORIES ARCHIVES, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-7698, , , , , ,82310000,00000000,00000000,00000000,00000000,00000000,51412,00000,00000,00000,00000,82,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2514,8B7A3B77-9DFB-491D-8939-02A990C780C2,POI3053731,YELLOWKNIFE PUBLIC LIBRARY, ,5022 49 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3R8, ,867-920-5642,867-873-9835, , ,ADD825758, ,82310000,00000000,00000000,00000000,00000000,00000000,51412,00000,00000,00000,00000,82,I,-114.3686973,62.4534547,2,2, , , ,186.99,25,6,-114.36869729994,62.4534547000744
2515,10EEC1F4-9DDD-4A25-B803-9D1DD4690674,POI3053734,WEST BAFFIN ESKIMO CO-OPERATIVE LIMITED, , , ,CAPE DORSET,CAPE DORSET,NU, , ,867-897-8944, , , , , ,27520000,00000000,00000000,00000000,00000000,00000000,323110,00000,00000,00000,00000,27,D,-76.540568,64.233304,8,2, , , ,17.113,-1,12,-76.5405680001131,64.2333040001795
2516,0B36CC46-6EC2-4547-BF39-6F0A942ED63B,POI3053735,A1 FINANCING & LOANS, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-669-8811,867-669-7208,877-669-7208, , , ,61410000,72910000,00000000,00000000,00000000,00000000,522291,541213,00000,00000,00000,61,H,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2517,F9316887-44D3-4835-B1A8-3FD08180E50C,POI3053736,AKAITCHO BUSINESS DEVELOPMENT CORPORATION, ,PO BOX 427, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2N3, ,867-920-2502, , , , , ,61410000,00000000,00000000,00000000,00000000,00000000,522291,00000,00000,00000,00000,61,H,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
2518,A428F4A3-3667-4F32-9AE1-77E93DDB8A12,POI3053737,"CASH STORE, THE - CENTRE SQUARE MALL", ,5014 49 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3R7, ,867-873-4710, , , ,ADD861501, ,61410000,60990000,00000000,00000000,00000000,00000000,522291,52239,00000,00000,00000,61,H,-114.3693584,62.4537558,2,2, , , ,187.989,25,6,-114.36935839967,62.45375580029
2519,D3BF2559-BF37-4863-AFCC-E389E52C43A9,POI3053741,J J'S ROCK N' ROLL LOUNGE, , , ,FORT SMITH,FORT SMITH,NT, , ,867-872-2111, , , , , ,58130000,00000000,00000000,00000000,00000000,00000000,72241,00000,00000,00000,00000,58,G,-111.8919,60.012064,8,2, , , ,200.989,-1,12,-111.891899999885,60.0120640003534
2520,930E5E8E-A07B-40AE-AC7F-B19B8B184A89,POI3053744,ARLOOKTOO & ASSOCIATES CONSULTING, ,PO BOX 2020, ,IQALUIT,IQALUIT,NU,X0A0H0, ,867-979-3838, , , , , ,87420000,00000000,00000000,00000000,00000000,00000000,541613,00000,00000,00000,00000,87,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2521,BDA9AB38-44DA-4CDC-9913-396BC6C8349D,POI3053746,I&D MANAGEMENT SERVICES LTD, ,5016-50 AVE, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-766-4914, , , , , ,87420000,00000000,00000000,00000000,00000000,00000000,541613,00000,00000,00000,00000,87,I,-114.370852,62.45348,4,2, , , ,189.989,100,6,-114.37085200002,62.4534799998022
2522,F4A9325E-8649-422A-8451-79516635A36E,POI3053750,AKLAVIK COMMUNITY COUNSELLING, ,GENERAL DELIVERY, ,AKLAVIK,AKLAVIK,NT,X0E0A0, ,867-978-2306, , , , , ,83220000,00000000,00000000,00000000,00000000,00000000,62419,00000,00000,00000,00000,83,I,-134.998551,68.220102,8,2, , , ,6,-1,12,-134.998550999629,68.2201020003071
2523,443B72B8-429C-4B9A-8176-7E26E1071C4C,POI3053752,NORTHSTAR CENTRE FOR COUNSELLING & PSYCHOLOGICAL SERVICES, ,4817 49 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3S7, ,867-873-3600, , , ,ADD950688, ,83220000,00000000,00000000,00000000,00000000,00000000,62419,00000,00000,00000,00000,83,I,-114.3737037,62.4562309,2,2, , , ,186.99,25,6,-114.373703699866,62.4562309000361
2524,9419A2C3-F688-4A76-A7F8-170478A687C2,POI3053753,MEDIC NORTH EMERGENCY SERVICES LTD, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-669-9111, , , , , ,86990000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2525,BACF01BE-4AA6-4141-B19F-C1EEFFA2A45A,POI3053762,DIAMONDS INTERNATIONAL CANADA (DICAN) LTD, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-9880, , , , , ,87110000,00000000,00000000,00000000,00000000,00000000,54133,00000,00000,00000,00000,87,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2526,9C59154F-3820-49E4-A03D-004F12F4C312,POI3053764,RIVER FRONT CONVENIENCE STORE-MOTEL, , , ,KAKISA,KAKISA,NT, , ,867-825-2500, , , , , ,70110000,00000000,00000000,00000000,00000000,00000000,72111,00000,00000,00000,00000,70,I,-117.421123,60.932498,8,2, , , ,221.009,-1,12,-117.421123000126,60.9324980001826
2527,4C2B32B1-9695-4910-BC71-DCC6C19FC604,POI3053767,J P CYCLE & SLED, ,11 CORONATION DR, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-3645, , , ,ADD837368, ,55710000,00000000,00000000,00000000,00000000,00000000,441221,00000,00000,00000,00000,55,G,-114.412107,62.429184,2,2, , , ,179.992,25,6,-114.412107000438,62.4291839999417
2528,29EEBF09-0929-4FCA-BF8E-A2176C8C3360,POI3053771,YELLOWKNIFE STORAGE, ,28 MELVILLE DR, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-444-6936, , , , , ,42140000,42250000,00000000,00000000,00000000,00000000,48421,49311,00000,00000,00000,42,E,-114.4239178,62.4284227,2,2, , , ,186.99,25,6,-114.423917799567,62.4284227004473
2529,6339479A-4D02-4381-B711-EB7F10B46C1E,POI3053772,U-HAUL CO LTD, ,224 MIRON DR, ,HAY RIVER,HAY RIVER,NT,X0E0R2, ,867-874-6001, ,800-468-4285,http://www.uhaul.com,ADD1221897, ,42120000,75190000,75130000,00000000,00000000,00000000,48421,53212,42213,488991,00000,42,E,-115.805692001,60.7958389717,5,2, , , ,166.651,100,12,-115.805692001285,60.7958389717912
2530,4D201090-1CDB-433F-B959-DF22D21480F0,POI3053776,WOODLAND MANOR, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-7226,867-874-7234, , , , ,80520000,83220000,00000000,00000000,00000000,00000000,62311,62412,00000,00000,00000,80,I,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2531,BC500AAF-031A-4DBD-83E5-4F7B1EB8627F,POI3053777,NAHENDEH DEVELOPMENTS LTD, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-9236, , , , , ,65120000,65310000,00000000,00000000,00000000,00000000,53112,531311,53121,00000,00000,65,H,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2532,328ACEDE-C862-4698-8CE5-948CDEC34693,POI3053794,DANMAX COMMUNICATION, ,20 MELVILLE DR, ,YELLOWKNIFE,YELLOWKNIFE,NT,X0E0Y0, ,867-920-7243,867-873-6861,800-661-0806,http://www.danmax.paging.com,ADD883795, ,50650000,50630000,36690000,00000000,00000000,00000000,42169,42161,33429,00000,00000,50,F,-114.4227734,62.4294083,2,2, , , ,183.99,25,6,-114.422773399673,62.4294082998532
2533,48E15054-9C6D-49C5-AEFD-FA0AC2674F96,POI3053795,N C N S PAGING, ,27 CORONATION DR, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2P7, ,867-920-2337,867-920-4282, , , , ,50650000,00000000,00000000,00000000,00000000,00000000,42169,33422,00000,00000,00000,50,F,-114.414129,62.427947,5,2, , , ,177.993,100,12,-114.414129000153,62.4279469995544
2534,88F1C8A8-055B-489D-AD37-A68C54C48DB4,POI3053807,TESSA MACINTOSH PHOTOGRAPHY, ,37 OTTO DR, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2T9, ,867-873-6328, , , ,ADD828678, ,72210000,73350000,00000000,00000000,00000000,00000000,541921,541922,00000,00000,00000,72,I,-114.341875,62.471854,2,2, , , ,171.355,25,6,-114.341875000131,62.4718539999622
2535,DF141836-6617-4F8E-8B69-329B92FA9D49,POI3053817,WAINWRIGHT BRIAN PIANO TECHNICIAN, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-3958, , , , , ,57360000,00000000,00000000,00000000,00000000,00000000,45114,00000,00000,00000,00000,57,G,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2536,5EA57F66-4361-4921-A7A6-E6E56B50409C,POI3053819,ENBRIDGE PIPELINES (NW) INC, ,PO BOX 495, ,FORT SIMPSON,FORT SIMPSON,NT,X0E0N0, ,867-695-3159, , , , , ,16230000,00000000,00000000,00000000,00000000,00000000,23491,00000,00000,00000,00000,16,C,-121.347627,61.861763,8,2, , , ,122,-1,12,-121.347626999586,61.8617629998626
2537,5E77CF8D-5ACD-40BC-9EE7-DD11A0F09E90,POI3053825,D BRUCE SMITH & ASSOCIATES, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-669-0621, , , , , ,80490000,00000000,00000000,00000000,00000000,00000000,62133,00000,00000,00000,00000,80,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2538,14A1C44E-BF5E-44B3-9FD7-64253FE9DBC9,POI3053826,HAYWARD COUNSELLING SERVICES, ,4817 49 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3S7, ,867-873-6440, , , ,ADD950688, ,80490000,83220000,00000000,00000000,00000000,00000000,62133,62419,00000,00000,00000,80,I,-114.3737037,62.4562309,2,2, , , ,186.99,25,6,-114.373703699866,62.4562309000361
2539,FA3284B2-4E13-4CAE-A8FB-D0B62F9EAFDE,POI3053828,C B C NORTH, ,155 MACKENZIE RD, ,INUVIK,INUVIK,NT,X0E0T0, ,867-777-7600, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-133.7246368,68.3581902,5,2, , , ,20.998,50,5,-133.723791259659,68.3579905548203
2540,012E32FF-E3BD-492D-96D5-E88225CC5C18,POI3053830,NUNAVUT NALAUTINGA CKIQ 99.9, , , ,IQALUIT,IQALUIT,NU, , ,867-975-2547, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2541,F521C854-23C8-4838-9DA8-946E095859FA,POI3053832,RAILINK MACKENZIE NORTHERN, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-2550,867-874-3136, , , , ,40110000,00000000,00000000,00000000,00000000,00000000,482111,00000,00000,00000,00000,40,E,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2542,A3111613-FE09-4315-A577-438DA064E461,POI3053834,INUKSUGAIT PLAZA, , , ,IQALUIT,IQALUIT,NU, , ,867-979-6230, , , , , ,65310000,00000000,00000000,00000000,00000000,00000000,53121,00000,00000,00000,00000,65,H,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2543,7DDD316B-11B3-4B7A-A8FC-A25F20B53116,POI3053842,AMITTUQ NIRIVIK RESTAURANT, ,GENERAL DELIVERY, ,IGLOOLIK,IGLOOLIK,NU,X0A0L0, ,867-934-8627, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-81.824419,69.366849,8,2, , , ,51.671,-1,12,-81.8244190002366,69.3668489999814
2544,E8AF3663-1D9A-4C77-8925-941F236825DE,POI3053848,ICEBREAKER'S RESTAURANT & TAKE OUT, ,175 MACKENZIE RD, ,INUVIK,INUVIK,NT, , ,867-678-2345, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-133.723636,68.357718,2,2, , , ,20.999,25,6,-133.723635999802,68.3577179999858
2545,40990BD8-020D-44C4-BEC4-967EF18F6DE6,POI3053849,KERRIN'S CAFE, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-920-7887, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2546,0007602B-520A-4BF3-AC3F-11E18D8B80C8,POI3053868,COURTOREILLE CHARLES, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-4374, , , , , ,51360000,00000000,00000000,00000000,00000000,00000000,42232,00000,00000,00000,00000,51,F,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2547,011FD33A-C7CC-460D-B454-7C5D93EF0A5C,POI3053870,EDUCATION COUNCIL POND INLET - SCHOOL COMMUNITY COUNCILLOR, ,SCHOOL COMMUNITY COUNCILLOR, ,POND INLET,POND INLET,NU, , ,867-899-8748,867-899-8780, , , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-77.958181,72.700114,8,2, , , ,39.353,-1,12,-77.958181000153,72.7001140003609
2548,BBEA301C-8776-49F5-9779-ECFEF56B1542,POI3053875,SOUTH SLAVE DIVISIONAL EDUCATION COUNCIL, ,GENERAL DELIVERY, ,FORT SMITH,FORT SMITH,NT,X0E0P0, ,867-872-5701,867-872-2150, , , , ,82210000,82110000,82440000,00000000,00000000,00000000,61131,61111,61141,00000,00000,82,I,-111.8919,60.012064,8,2, , , ,200.989,-1,12,-111.891899999885,60.0120640003534
2549,196E7203-2C35-41AA-B1C4-11B293C5E06F,POI3053878,ECOLE DES TROIS-SOLEILS, , , ,IQALUIT,IQALUIT,NU, , ,867-979-5849, , , , , ,82110000,82440000,00000000,00000000,00000000,00000000,61111,61141,00000,00000,00000,82,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2550,87DA01BD-7F9F-47E6-866D-6A06995516BC,POI3053879,KAKISA LAKE SCHOOL, , , ,KAKISA,KAKISA,NT, , ,867-825-2026, , , , , ,82110000,82440000,00000000,00000000,00000000,00000000,61111,61141,00000,00000,00000,82,I,-117.421123,60.932498,8,2, , , ,221.009,-1,12,-117.421123000126,60.9324980001826
2551,F976EEC8-D218-48C2-9200-F30C9C6146C7,POI3053881,MONTESSORI SCHOOL, ,5212 52 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1T9, ,867-669-7987, , , ,ADD968792, ,82110000,82990000,82440000,00000000,00000000,00000000,61111,611699,61141,00000,00000,82,I,-114.3671255,62.4496284,5,2, , , ,182.992,50,6,-114.367125499942,62.4496284004304
2552,9C21CE66-B7A1-4A97-B698-5FFBDCD30A53,POI3053885,FORT PROVIDENCE RESIDENTIAL SCHOOL SOCIETY, ,GENERAL DELIVERY, ,FORT PROVIDENCE,FORT PROVIDENCE,NT,X0E0L0, ,867-699-3091,867-699-3092, , , , ,82990000,82110000,82440000,00000000,00000000,00000000,611699,61111,61141,00000,00000,82,I,-117.659929,61.358005,8,2, , , ,151.702,-1,12,-117.659928999624,61.3580050002306
2553,3341C9B1-7976-467F-B961-AD763D709388,POI3053888,AMIRCO ENTERPRISES, , , ,INUVIK,INUVIK,NT, , ,867-777-4303, , , , , ,87480000,73820000,00000000,00000000,00000000,00000000,54169,561621,00000,00000,00000,87,I,-133.690613,68.354382,8,2, , , ,11.453,-1,12,-133.69061300039,68.3543819999294
2554,74063303-D3B1-4F5F-9046-92A7A378903E,POI3053889,BRINKS CANADA LTD, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-8096,867-669-0531, , , , ,87480000,73820000,00000000,00000000,00000000,00000000,54169,561621,00000,00000,00000,87,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2555,428049B0-9327-460D-940B-8A170CEDA108,POI3053891,FORT SMITH SENIOR CITIZENS SOCIETY, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-872-5876, , , , , ,83220000,00000000,00000000,00000000,00000000,00000000,62412,00000,00000,00000,00000,83,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2556,86BDA546-AEB9-4057-BB19-C1881F766059,POI3053894,CENTRE SQUARE - BATA/ATHLETES WORLD, ,5022 49 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3R8, ,867-920-2561,867-873-9835, , ,ADD825758, ,56610000,00000000,00000000,00000000,00000000,00000000,44821,00000,00000,00000,00000,56,G,-114.3686973,62.4534547,2,2, , , ,186.99,25,6,-114.36869729994,62.4534547000744
2557,6BE4D59C-82C8-4CAA-8888-2A86A914962F,POI3053895,GODWIN MALL, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-6853, , , , , ,65120000,00000000,00000000,00000000,00000000,00000000,53112,00000,00000,00000,00000,65,H,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2558,A35B2C5B-0D11-4F35-9726-1D5A9DF7F308,POI3053900,HAY RIVER SKI CLUB, ,PO BOX 4387, ,HAY RIVER,HAY RIVER,NT,X0E1G3, ,867-874-6290, , , , , ,86410000,79920000,00000000,00000000,00000000,00000000,81341,71391,00000,00000,00000,86,I,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2559,C4E75186-EB8F-47DE-93BB-AFD3134524AE,POI3053901,YELLOWKNIFE SKI CLUB, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-669-9754, , , , , ,86410000,79990000,00000000,00000000,00000000,00000000,81341,61162,00000,00000,00000,86,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2560,01DF73B7-3550-42F1-BAAA-CC39A912213E,POI3053906,FINE OPTION & COMMUNITY, ,GENERAL DELIVERY, ,FORT SMITH,FORT SMITH,NT,X0E0P0, ,867-872-3510, , , , , ,86410000,94310000,00000000,00000000,00000000,00000000,81341,92312,00000,00000,00000,86,I,-111.8919,60.012064,8,2, , , ,200.989,-1,12,-111.891899999885,60.0120640003534
2561,A72B5A63-118B-46A5-B634-68ACD8530E66,POI3053907,FOSTER FAMILY COALITION OF THE NWT, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-766-3326, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2562,4BCA8B44-593A-4537-B2C2-FCA7494E4581,POI3053910,TUKISIGIARVIK SOCIETY, , , ,IQALUIT,IQALUIT,NU, , ,867-979-2400, , , , , ,86410000,94310000,00000000,00000000,00000000,00000000,81341,92312,00000,00000,00000,86,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2563,D4676F49-158F-4012-9A64-AE2E9EC4CA2F,POI3053914,EARTHEN SKY, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-5630, , , , , ,59470000,00000000,00000000,00000000,00000000,00000000,45322,00000,00000,00000,00000,59,G,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2564,41BB219F-4F06-486B-BB47-1FE3C22C9EE9,POI3053915,SLADES FIRE PROTECTION, ,68 CURRY DR, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-8569,867-873-6957, , , , ,35690000,92240000,00000000,00000000,00000000,00000000,333999,92216,42199,00000,00000,35,D,-114.4176076,62.4280331,2,2, , , ,180.721,25,6,-114.41760760031,62.4280330997478
2565,FAA8F5BA-25A7-4B16-AA0F-9F87F3E22CB5,POI3053916,FROBISHER RACQUET CLUB - OFFICE, ,OFFICE, ,IQALUIT,IQALUIT,NU, , ,867-979-0020,867-979-0051, , , , ,79970000,00000000,00000000,00000000,00000000,00000000,71394,00000,00000,00000,00000,79,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2566,D1008E20-1320-46AC-8225-7D6AE4F08382,POI3053919,DIAMOND MINI STORAGE, ,22 CORONATION DR, ,YELLOWKNIFE,YELLOWKNIFE,NT,X0E0B9, ,867-873-2508,867-873-2598, , ,ADD957388, ,42250000,00000000,00000000,00000000,00000000,00000000,49311,00000,00000,00000,00000,42,E,-114.4155931,62.4282685,1,2, , , ,178.992,25,6,-114.415593100042,62.4282684999914
2567,B783CEB6-248C-4B98-8B9B-982AEC85350F,POI3053924,"RAVEN'S PUB, THE", , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-669-9755, , , , , ,58130000,00000000,00000000,00000000,00000000,00000000,72241,00000,00000,00000,00000,58,G,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
